name_eng	name_spa
Wilson Pickett	Wilson Pickett
Anne Archer	Anne Archer
Joey Ramone	Joey Ramone
Reina Tanaka	Reina Tanaka
Story of the Year	Story of the Year
Robin Ray	Robin Ray
David Hentschel	David Hentschel
Walter Andreas Schwarz	Walter Andreas Schwarz
Hostilian	Hostiliano
David Tudor	David Tudor
Juan Luis Guerra	Juan Luis Guerra
Oscar Zeta Acosta	Oscar Zeta Acosta
Tex Ritter	Tex Ritter
Adolf, King of Germany	Adolfo de Nassau
Milton Babbitt	Milton Babbitt
Leonid Kuchma	Leonid Kuchma
Eddie Kirkland	Eddie Kirkland
Perttu Kivilaakso	Perttu Kivilaakso
Woody Allen	Woody Allen
Smith Ballew	Smith Ballew
Papa Charlie Jackson	Papa Charlie Jackson
Joe Jones (singer)	Joe Jones
John Henry Twachtman	John Henry Twachtman
Garfield Sobers	Garfield Sobers
Trotula	Trotula de Salerno
José Cardoso Pires	José Cardoso Pires
Red Skelton	Red Skelton
Pierre Bayle	Pierre Bayle
Kathleen York	Kathleen York
Z-Ro	Z-Ro
Jacques Gaffarel	Jacques Gaffarel
Alfred Waterhouse	Alfred Waterhouse
George Grenville	George Grenville
Hillel the Elder	Hilel
Don King (boxing promoter)	Don King
Happy Rhodes	Happy Rhodes
Diane Lane	Diane Lane
Jamie-Lynn Sigler	Jamie-Lynn Sigler
Kate Alexa	Kate Alexa
Raphael (singer)	Raphael (cantante)
Eduard Buchner	Eduard Buchner
Giles of Rome	Egidio Romano
Fran Drescher	Fran Drescher
Felice Gimondi	Felice Gimondi
Louis L'Amour	Louis L'Amour
Jerry Lucas	Jerry Lucas
Cat Osterman	Cat Osterman
Vlady Kibalchich Russakov	Vladímir Kibálchich Rusakov
Franz Xaver Kugler	Franz Xaver Kugler
Stefano Casiraghi	Stéfano Casiraghi
Steven Williams	Steven Williams
Steven Borough	Stephen Borough
Francesco Morosini	Francesco Morosini
Djehuti	Dyehuti
Miguel Casiri	Miguel Casiri
Emanuel de Witte	Emanuel de Witte
Robert Richardson (cinematographer)	Robert Richardson
Edward Battell	Edward Battel
Kedus Harbe	Kedus Harbe
Kelly Reilly	Kelly Reilly
Claude Deruet	Claude Deruet
Paul de Vigne	Paul de Vigne
Heberto Padilla	Heberto Padilla
Francisco Acuña de Figueroa	Francisco Acuña de Figueroa
Slobodan Jovanović	Slobodan Jovanović
Heiko Oberman	Heiko A. Oberman
Alan Henderson	Alan Henderson
Franjo Šeper	Franjo Šeper
Christian Olde Wolbers	Christian Olde Wolbers
Christian Louboutin	Christian Louboutin
Ignatius Gottfried Kaim	Ignatius Gottfried Kaim
Ángel Jesús Mejías Rodríguez	Ángel Jesús Mejías
Edda Manga	Edda Manga
Andrés Quintana Roo	Andrés Quintana Roo
Fumihiko Maki	Fumihiko Maki
Philipp Lahm	Philipp Lahm
Robert Scott (philologist)	Robert Scott (filólogo)
Adrian Serioux	Adrian Serioux
Abd al-Qadir al-Husayni	Abdelkader al-Husayni
Manuel Galduf	Manuel Galduf
Sofoklis Venizelos	Sofoklis Venizelos
Mahamadou Issoufou	Mahamadou Issoufu
Alice Marble	Alice Marble
Robert Pape	Robert Pape
Phaedon Gizikis	Phaedon Gizikis
Valeria Golino	Valeria Golino
García Íñiguez of Pamplona	García Íñiguez de Pamplona
Ivan Călin	Ivan Călin
Charles Bigelow (type designer)	Charles Bigelow
Sean Harris	Sean Harris
Melvyn Grant	Melvyn Grant
Hardy Krüger	Hardy Krüger
Salamiah Hassan	Salamiah Hassan
Mervyn Rose	Mervyn Rose
Blind Guardian	Blind Guardian
Pierre Louis Charles de Failly	Pierre Louis Charles de Failly
Stephen Sondheim	Stephen Sondheim
Gerardo de Oscar	Gerardo De Oscar
Kostas Vasileiadis	Kostas Vasileiadis
Tony Moore (artist)	Tony Moore
Francisco Rodrigues Lobo	Francisco Rodrigues Lobo
Miriam Allen deFord	Miriam Allen Deford
Mascha Kaléko	Mascha Kaléko
Joseph Tyrrell	Joseph Burr Tyrrell
Alphonse Pénaud	Alphonse Pénaud
Gilberto Mestrinho	Gilberto Mestrinho
Steinunn Valdís Óskarsdóttir	Steinunn Valdís Óskarsdóttir
Murilo Benício	Murilo Benício
Victorine Meurent	Victorine Meurent
Ali Carter	Allister Carter
Alessandro Piccolomini	Alessandro Piccolomini
Kashta	Kashta
Mary Lefkowitz	Mary Lefkowitz
Vicente Pascual	Vicente Pascual
John Strasberg	John Strasberg
Psusennes I	Psusenes I
Barry Tuckwell	Barry Tuckwell
Robert Guérin	Robert Guérin
Mikhail Kheraskov	Mijaíl Jeraskov
Ilmari Juutilainen	Ilmari Juutilainen
Max Thurian	Max Thurian
Xavier Romero-Frias	Xavier Romero Frías
Andrejs Štolcers	Andrejs Štolcers
Phthia of Macedon	Ftía de Macedonia
Jordan Chan	Jordan Chan
Princess Maria Carolina of Bourbon-Two Sicilies (1856–1941)	María Carolina de Borbón-Dos Sicilias (1856-1941)
William Nicholson Jennings	William Nicholson Jennings
Esther Norma Arrostito	Norma Arrostito
Sid Wayne	Sid Wayne
Francisco de Villagra	Francisco de Villagra
Alexander Lernet-Holenia	Alexander Lernet-Holenia
Claude Akins	Claude Akins
Eva Castillo	Eva Castillo
Régis Brouard	Régis Brouard
George Clifford, 3rd Earl of Cumberland	George Clifford de Cumberland
William Wallace	William Wallace
Ivan Paunić	Ivan Paunić
Philip J. Currie	Philip J. Currie
Joaquín Navarro-Valls	Joaquín Navarro-Valls
Marc Jackson	Marc Jackson
Klaus Störtebeker	Klaus Störtebeker
Kōichirō Matsuura	Koichirō Matsuura
Boaz Myhill	Boaz Myhill
Ricardo Cortez	Ricardo Cortez
Vince Grella	Vince Grella
Aimar Olaizola	Aimar Olaizola
Henri Ernest Baillon	Henri Ernest Baillon
Alexandra Stevenson	Alexandra Stevenson
Bhavabhuti	Bhavabhuti
Aarón Sáenz Garza	Aarón Sáenz
Kai Larsen	Kai Larsen
Cristóbal Magallanes Jara	Cristóbal Magallanes Jara
Aurelio González (footballer)	Aurelio González (futbolista)
Godfrid, Duke of Frisia	Godofredo de Frisia
Alfred Henry Maurer	Alfred Maurer
Ava (poet)	Ava (poeta)
Keith Pavitt	Keith Pavitt
Manuel Díaz Rodríguez	Manuel Díaz Rodríguez
Eddie LeBaron	Eddie LeBaron
Grzegorz Gwiazdowski	Grzegorz Gwiazdowski
Jörg Müller	Jörg Müller
Mohamed Aoudou	Mohamed Aoudou
Albert Dorca	Albert Dorca
Mithridates V of Pontus	Mitrídates V Evergetes
Cathy Barry	Cathy Barry
Juan Pablo Rodríguez Conde	Juan Pablo Rodríguez Conde
Robert Cogoi	Robert Cogoi
Patrick Rondat	Patrick Rondat
Audrey Hollander	Audrey Hollander
Avi Cohen	Avi Cohen
Michael Polcino	Michael Polcino
José Jiménez (baseball)	José Jiménez (beisbolista)
Berthold Lubetkin	Berthold Lubetkin
Jared Lee Gosselin	Jared Lee Gosselin
John E. Baldwin	John E. Baldwin
Alberto Costa (footballer)	Alberto Costa
Fabio Duarte	Fabio Duarte
Third Day	Third Day
Sancho IV of Navarre	Sancho Garcés IV de Pamplona
Hans Aschenborn	Hans Aschenborn
Winnie Madikizela-Mandela	Winnie Madikizela
Adolphe Stoeber	Adolphe Stoeber
Andrés Oppenheimer	Andrés Oppenheimer
Claudio Bermúdez	Claudio Bermúdez
Neil Buchanan	Neil Buchanan
Tonino Delli Colli	Tonino Delli Colli
Booboo Stewart	Booboo Stewart
Udo Lattek	Udo Lattek
Sergio Vargas	Sergio Vargas (cantante)
Quintus Fabius Vibulanus	Quinto Fabio Vibulano (cónsul 467 a. C.)
Omar Torrijos	Omar Torrijos Herrera
Tori Spelling	Tori Spelling
Ludwig Anzengruber	Ludwig Anzengruber
Eduard Rüppell	Eduard Rüppell
Tom DeLay	Tom DeLay
Sivuca	Sivuca
Raemon Sluiter	Raemon Sluiter
Harrison Ford (silent film actor)	Harrison Ford (cine mudo)
Thomas Midgley, Jr.	Thomas Midgley
Skye Edwards	Skye Edwards
Mark Davies (footballer)	Mark Davies
David Gemmell	David Gemmell
Amyntas I of Macedon	Amintas I
Wilfred Benítez	Wilfred Benítez
Amelia Earhart	Amelia Earhart
Henry Aldrich	Henry Aldrich
Valdis Valters	Valdis Valters
Felipe, Prince of Asturias	Felipe de Borbón y Grecia
Thomas West, 3rd Baron De La Warr	Thomas West
Abigail Adams	Abigail Adams
Víctor Jara	Víctor Jara
Neil Finn	Neil Finn
Leo I, Prince of Armenia	León I, señor de Armenia
Josef Albers	Josef Albers
Jacopo della Quercia	Jacopo della Quercia
Antonio Flores	Antonio Flores (músico)
Albert VII, Archduke of Austria	Alberto de Austria
John Lyng	John Lyng
Crass	Crass
Claude Allègre	Claude Allègre
Robert Bulwer-Lytton, 1st Earl of Lytton	Robert Bulwer-Lytton
Lawrence v. Texas	Caso Lawrence contra Texas
Edward Drinker Cope	Edward Drinker Cope
Kenneth Clark	Kenneth Clark
Edward James Olmos	Edward James Olmos
Jules Cotard	Jules Cotard
Leon Štukelj	Leon Štukelj
Jerry Cantrell	Jerry Cantrell
Henry Dearborn	Henry Dearborn
Marcellin Berthelot	Marcellin Berthelot
Themba Dlamini	Themba Dlamini
Ed Harris	Ed Harris
Traian Vuia	Traian Vuia
Franz Doppler	Franz Doppler
Vinnie Colaiuta	Vinnie Colaiuta
Constantine IX Monomachos	Constantino IX
Ian Wallace (singer)	Ian Wallace
Fatman Scoop	Fatman Scoop
Dr. Luke	Dr. Luke
Anthony Head	Anthony Stewart Head
Michelle Hunziker	Michelle Hunziker
Heinrich Bullinger	Heinrich Bullinger
William Kingdon Clifford	William Kingdon Clifford
Pete Doherty	Pete Doherty
Antoine Barnave	Antoine Barnave
Georges Cadoudal	Georges Cadoudal
Chasey Lain	Chasey Lain
Paul Broca	Paul Broca
Allan Sherman	Allan Sherman
Carolina Klüft	Carolina Klüft
Tom Lantos	Tom Lantos
Vladislav Delay	Vladislav Delay
Masayoshi Ōhira	Masayoshi Ōhira
Cecilia Vennersten	Cecilia Vennersten
Marjorie Lawrence	Marjorie Lawrence
Arnold Rüütel	Arnold Rüütel
Jovian (emperor)	Joviano
Ebroin	Ebroín
Otto Stern	Otto Stern
Michel Le Tellier	Michel Le Tellier
Regina Belle	Regina Belle
Reni (musician)	Alan Wren
Bret Hart	Bret Hart
Cheryl Lynn	Cheryl Lynn
Edward Carson, Baron Carson	Edward Carson
Barney Bigard	Barney Bigard
Victor Herbert	Victor Herbert
Gabriel Monod	Gabriel Monod
Lilian, Princess of Réthy	Lilian Baels
Julius Caesar Scaliger	Giulio Cesare Scaligero
Henry I of Cyprus	Enrique I de Chipre
Adolf Galland	Adolf Galland
Moondog	Moondog
William Gilbert (astronomer)	William Gilbert
Leroy Carr	Leroy Carr
Kasia Cerekwicka	Kasia Cerekwicka
Felix Likiniano	Félix Liquiniano
Roone Arledge	Roone Arledge
Alistair Campbell (poet)	Alistair Te Ariki Campbell
Pierre de Bourdeille, seigneur de Brantôme	Pierre de Brantôme
Bruno Kreisky	Bruno Kreisky
Paolo Veronese	Paolo Veronese
Àngel Guimerà	Àngel Guimerà
Hank Roberts	Hank Roberts
Eric Shinseki	Eric Shinseki
Peter Osgood	Peter Osgood
Richard E. Grant	Richard E. Grant
Rogério Duprat	Rogério Duprat
Mina Caputo	Keith Caputo
Alyson Williams	Alyson Williams
Laurie Anderson	Laurie Anderson
John de Lancie	John de Lancie
Melvyn Douglas	Melvyn Douglas
Nikola Šubić Zrinski	Nicolás Zrínyi
50 Cent	50 Cent
Pascual Cervera y Topete	Pascual Cervera y Topete
John Kendrew	John Kendrew
Lucius Mummius Achaicus	Lucio Mumio
Betty Compson	Betty Compson
Walter Camp	Walter Camp
Butch Morris	Butch Morris
Archduke Charles, Duke of Teschen	Carlos de Austria-Teschen
Richard Swinburne	Richard Swinburne
Erica Jong	Erica Jong
Minamoto no Yoshinaka	Minamoto no Yoshinaka
Cecil Day-Lewis	Cecil Day-Lewis
Douglas Hyde	Douglas Hyde
Anthony Braxton	Anthony Braxton
Jon Bon Jovi	Jon Bon Jovi
Jacopo Peri	Jacopo Peri
Edmond François Valentin About	Edmond About
Maureen O'Sullivan	Maureen O'Sullivan
Ay	Ay
Jersey Joe Walcott	Jersey Joe Walcott
Tadeusz Kościuszko	Tadeusz Kościuszko
Kiana Tom	Kiana Tom
Brendan Smyth	Brendan Smyth (sacerdote)
Go Seigen	Go Seigen
E. L. Doctorow	E. L. Doctorow
Birger Jarl	Birger Jarl
Liberty Hyde Bailey	Liberty Hyde Bailey
Francisco Gabilondo Soler	Francisco Gabilondo Soler
Gustav of Vasaborg	Gustavo Gustavsson de Vasaborg
Robert Kardashian	Robert Kardashian
Vilna Gaon	Gaón de Vilna
Gan Ning	Gan Ning
Alejo Carpentier	Alejo Carpentier
Dorothy Clutterbuck	Dorothy Clutterbuck
Barbara Morgenstern	Barbara Morgenstern
Masuccio Salernitano	Masuccio Salernitano
John II of Portugal	Juan II de Portugal
Paul Reynaud	Paul Reynaud
Muawiyah I	Muawiya ibn Abi Sufyan
Julian Huxley	Julian Huxley
C. V. Raman	Chandrasekhara Raman
Uziel Gal	Uziel Gal
Dawn (metal band)	Dawn (banda)
Étienne François, duc de Choiseul	Étienne François de Choiseul
Ahmed Hassan al-Bakr	Ahmed Hassan al-Bakr
Giovanni Battista Beccaria	Giovanni Battista Beccaria
Dick Van Dyke	Dick Van Dyke
Ola Salo	Ola Salo
Mayumi Iizuka	Mayumi Iizuka
Ángel Berroa	Ángel Berroa
Girolamo Frescobaldi	Girolamo Frescobaldi
Alejandra Guzmán	Alejandra Guzmán
Minamoto no Yoritomo	Minamoto no Yoritomo
Emperor Go-Momozono	Emperador Go-Momozono
Ted Ray (comedian)	Ted Ray
Dizzy Dean	Dizzy Dean
Roman the Great	Román el Grande
Sean Yseult	Sean Yseult
Patricio Caxés	Patricio Cajés
Evaristo Sourdis Juliao	Evaristo Sourdis
Thomas Nuttall	Thomas Nuttall
John Martin (publisher)	John Martin (editor)
Jeryl Prescott	Jeryl Prescott
Rostislav Mikhailovich	Rostislav Mijaílovich
Toño Salazar	Toño Salazar
Arthur Witty	Arthur Witty
Spencer Smith (musician)	Spencer Smith
Omari Tetradze	Omari Tetradze
Jane Franklin	Jane Griffin (Lady Franklin)
Hryhory Alchevsky	Hryhorii Alchevsky
Walter Godefroot	Walter Godefroot
Chavdar Yankov	Chavdar Yankov
Mario Soto (footballer)	Mario Soto Benavides
Ana Rezende	Ana Rezende
Óscar de Paula	Óscar de Paula
Solomon Jones (basketball)	Solomon Jones
Tadej Valjavec	Tadej Valjavec
Symbionese Liberation Army	Ejército Simbionés de Liberación
Sakya Pandita	Sakya Pandita
Ferdinand Lindheimer	Ferdinand Jacob Lindheimer
Saint Nicholas	Nicolás de Bari
Rodrigo Fabri	Rodrigo Fabri
Max Kurzweil	Max Kurzweil
Bambang Pamungkas	Bambang Pamungkas
Nikolaos Gyzis	Nikolaos Gyzis
Erik Rhodes (actor)	Erik Rhodes (actor)
Wilhelmenia Fernandez	Wilhelmenia Fernandez
Marcelo Vega	Marcelo Vega
Scorpion I	Horus Escorpión I
Juan Manuel Ortiz	Juanma Ortiz
Francisco Molinero	Francisco Molinero
Daniel Katz (politician)	Daniel Katz
Tomás Marín de Poveda, 1st Marquis of Cañada Hermosa	Tomás Marín González de Poveda
Umar ibn Hafsun	Omar ibn Hafsún
Sébastien Flute	Sébastien Flute
Blanche I of Navarre	Blanca I de Navarra
Servando Cabrera Moreno	Servando Cabrera Moreno
John Houbolt	John C. Houbolt
Emily Rutherfurd	Emily Rutherfurd
François-Charles de Velbrück	Francisco-Carlos de Velbrück
Santiago Soler y Pla	Santiago Soler
Ōtomo no Kuronushi	Ōtomo no Kuronushi
Raphaël Varane	Raphaël Varane
Saki Hasemi	Saki Hasemi
Guy Delisle	Guy Delisle
Devon McTavish	Devon McTavish
Tom Garrick	Tom Garrick
Harold Pressley	Harold Pressley
Nikolay Lossky	Nikolai Lossky
José Serrano (composer)	José Serrano Simeón
Mehmet Tarhan	Mehmet Tarhan
Diego Boneta	Diego Boneta
Randy Holcomb	Randy Holcomb
Petar Borota	Petar Borota
Enzo Traverso	Enzo Traverso
Fredrik Neij	Fredrik Neij
Arthur Newell Strahler	Arthur Newell Strahler
Gabriel Bracho	Gabriel Bracho
Rosario García Orellana	Rosario García Orellana
Jóhannes Helgason	Jóhannes Helgason
Bob Dandridge	Bob Dandridge
Floc'h	Floc'h (historietista)
Anthony Henday	Anthony Henday
Junior Eurovision Song Contest 2010	Festival de la Canción de Eurovisión Junior 2010
Anton Hysén	Anton Hysén
Lía Bermúdez	Lía Bermúdez
Pope Adrian III	Adriano III
Musa ibn Musa ibn Qasi	Musa ibn Musa
Hecataeus of Abdera	Hecateo de Abdera
Erland Josephson	Erland Josephson
Gruoch of Scotland	Gruoch de Escocia
Pedro Benítez	Pedro Benítez
Juan Ramón Verón	Juan Ramón Verón
Vanessa Redgrave	Vanessa Redgrave
Alberto Blanco (poet)	Alberto Blanco (poeta)
Darío Caballero	Darío Caballero
Fritz Aigner	Fritz Aigner
Paul de Lange	Paul de Lange
Kim Sa-rang (actress)	Kim Sa Rang
Necip Uysal	Necip Uysal
Jan Matejko	Jan Matejko
Ndlovukati	Indovuzaki
J. P. Moreland	J.P. Moreland
James "Sugar Boy" Crawford	James Crawford
Michael Bates (actor)	Michael Bates
Rosalind Miles	Rosalind Miles
Juan Alonso Zayas	Juan Alonso Zayas
Philippe-Jean Bunau-Varilla	Philippe-Jean Bunau-Varilla
Claude Makélélé	Claude Makélélé
Marcos Baghdatis	Marcos Baghdatis
Alain Daniélou	Alain Daniélou
7th Dalai Lama	Kelsang Gyatso
Masamune Shirow	Masamune Shirow
Eduardo Newbery	Eduardo Newbery
Bojan Djordjic	Bojan Djordjic
Saurmag I of Iberia	Saurmag I de Iberia
Heiko Oberman	Heiko A. Oberman
Udo Voigt	Udo Voigt
Holmes Rolston III	Holmes Rolston III
Oh! great	Ito Ōgure
Roman Vishniac	Roman Vishniac
John Houghton (martyr)	Juan Houghton
Volodymyr Ivanovych Savchenko	Vladímir Savchenko
Steve Clark	Steve Clark
Johann Karl Simon Morgenstern	Johann Karl Simon Morgenstern
Brice Hortefeux	Brice Hortefeux
George M. Hinkle	Iglesia de Jesucristo, la Prometida, la Esposa del Cordero
Wissam Tarif	Wissam Tarif
Air Florida Flight 90	Vuelo 90 de Air Florida
Darrell Dexter	Darrell Dexter
Jamaal Wilkes	Jamaal Wilkes
Jaska Raatikainen	Jaska Raatikainen
Jaime Garzón	Jaime Garzón
Rainer von Fieandt	Rainer von Fieandt
Margarita Cadenas	Margarita Cadenas
Henry Bradshaw (poet)	Henry Bradshaw (poeta)
Billy Talbot	Billy Talbot
Leigh Van Valen	Leigh Van Valen
Edward Adelbert Doisy	Edward Doisy
The Observer	The Observer
Huo Yuanjia	Huo Yuanjia
Jimmy Santos	Jimmy Santos
Queen Margarita of Bulgaria	Margarita Gómez-Acebo
Chitra Banerjee Divakaruni	Chitra Banerjee Divakaruni
Francis Harper (biologist)	Francis Harper
Martin Evans	Martin Evans
Francisco Mignone	Francisco Mignone
Amleto Vespa	Amleto Vespa
Doug Christie (basketball)	Doug Christie
Manuela Sáenz	Manuela Sáenz
Gian Paolo Lomazzo	Giovanni Paolo Lomazzo
Federico Fernández (footballer)	Federico Fernández
Darold Williamson	Darold Williamson
Jeffrey Jey	Gianfranco Randone
Enrique Ferrarese	Enrique Ferrarese
Agim Çeku	Agim Çeku
Jackie McNamara	Jackie McNamara
Loukas Giorkas	Lukas Yiorkas
Mario Elie	Mario Elie
Sönke Möhring	Sönke Möhring
Johann von Staupitz	Johann von Staupitz
Mauritz Stiller	Mauritz Stiller
Elpinice	Elpinice
Lindsey Hunter	Lindsey Hunter
Juan Carlos Blumberg	Juan Carlos Blumberg
John Frederick, Count Palatine of Sulzbach-Hilpoltstein	Juan Federico del Palatinado-Sulzbach-Hilpoltstein
Herbert Scarf	Herbert Scarf
Louis Joseph, Dauphin of France	Luis José de Francia
Jim LeRoy	Jim LeRoy
Harley Jane Kozak	Harley Jane Kozak
Ryan Newman	Ryan Newman
Emmanuel Carrère	Emmanuel Carrère
Pedro Guerrero (baseball)	Pedro Guerrero
Erik Johan Stagnelius	Erik Johan Stagnelius
Beltrán de la Cueva, 3rd Duke of Alburquerque	Beltrán II de la Cueva y Toledo
Fred Delmare	Fred Delmare
Margrit Kennedy	Margrit Kennedy
Lewis H. Brereton	Lewis H. Brereton
Thomas Gresham	Thomas Gresham
Isidro Sánchez Macip	Isidro Sánchez Macip
Sidney W. Fox	Sidney W. Fox
Kathleen Quinlan	Kathleen Quinlan
Juan Joya	Juan Joya
Chandos Herald	Chandos
Nicolas Flagello	Nicolas Flagello
William Jolitz	William Frederick Jolitz
Lounès Gaouaoui	Lounés Gaouaoui
F. Paul Wilson	F. Paul Wilson
William Penney, Baron Penney	William Penney
Jean Baffier	Jean Baffier
Mamertus	Mamerto de Vienne
Pope Sixtus I	Sixto I
Vicente Solano Lima	Vicente Solano Lima
Bernd Schneider (racing driver)	Bernd Schneider (piloto)
Bertha of Aragon	Berta de Aragón
Conon (mythographer)	Conón (mitógrafo)
Larry Charles	Larry Charles
Michael Craze	Michael Craze
Intars Busulis	Intars Busulis
Al Attles	Al Attles
Jorge Galvan	Jorge Galván
Pope Linus	Lino (papa)
Florence Cassez	Florence Cassez
Johann Franz Xaver Sterkel	Johann Franz Xaver Sterkel
Vologases IV of Parthia	Vologases IV de Partia
Michael Wincott	Michael Wincott
Kristian Álvarez	Kristian Álvarez
Caroline Clive	Caroline Clive
Steven Rudich	Steven Rudich
James McKeen Cattell	James McKeen Cattell
Richard von Krafft-Ebing	Richard von Krafft-Ebing
Lucas Acosta	Lucas Acosta
Yevgeny Kharitonov (poet)	Yevgeni Jaritónov
Otto Wilhelm Hermann von Abich	Otto Wilhelm Hermann von Abich
Tom Vilsack	Tom Vilsack
Ken Davitian	Ken Davitian
Charlie David	Charlie David
Ravi Shankar	Ravi Shankar (músico)
Alexei Ramírez	Alexei Ramírez
Igor Tamm	Ígor Tam
Alexis Ruano Delgado	Alexis Ruano
Andrés Granier Melo	Andrés Granier Melo
Todd McFarlane	Todd McFarlane
Osvaldo Cacciatore	Osvaldo Cacciatore
John Heartfield	John Heartfield
Enrique Peña Nieto	Enrique Peña Nieto
Dimitrios Rallis	Dimitrios Rallis
Emperor Jomei	Jomei
Ahmed Barusso	Ahmed Barusso
José Luis Alcaine	José Luis Alcaine
Byron Mann	Byron Mann
Lillian Porter	Lillian Porter
Igor Dobrovolski	Ígor Dobrovolski
Lázaro Bruzón	Lázaro Bruzón
Johan Turi	Johan Turi
George Melford	George Melford
Lipit-Ishtar	Lipit-Ishtar
Ibn Hud	Ibn Hud
Stuart Hamblen	Stuart Hamblen
Desmond Armstrong	Desmond Armstrong
Shakhriyar Mamedyarov	Shakhriyar Mamedyarov
Francis Phoebus of Navarre	Francisco I de Foix
Vincenzo Bellini	Vincenzo Bellini
Valentina Vargas	Valentina Vargas
Afonso Costa	Afonso Costa
Mario Theissen	Mario Theissen
Lucius Volusius Maecianus	Volusio
René Ngongo	René Ngongo
Anna Göldi	Anna Göldin
Luke Short	Luke Short
José María Yáñez	José María Yáñez Carrillo
Mohamed Kader	Mohamed Kader
Liuva I	Liuva I
Barry Clemens	Barry Clemens
Talal El Karkouri	Talal El Karkouri
Paul Preston	Paul Preston
Wyatt's rebellion	Rebelión de Thomas Wyatt
Norman Manea	Norman Manea
Julius Leber	Julius Leber
Dan Peters	Dan Peters
Yona Wallach	Yona Wallach
Ekmeleddin İhsanoğlu	Ekmeleddin İhsanoğlu
Eugene Nida	Eugene Nida
Yahya ibn Ali ibn Hammud al-Mu'tali	Yahya al-Muhtal
Ron Anderson (basketball)	Ron Anderson
Robert Lloyd Praeger	Robert Lloyd Praeger
Konstantinos Tsaldaris	Konstantinos Tsaldaris
Don Dinero	Don Dinero
George Henry Gordon	George Henry Gordon
Günther (singer)	Günther
Yasuhiro Takemoto	Yasuhiro Takemoto
Rogerius of Apulia	Roger de Apulia
Maisanta	Pedro Pérez Delgado
Alonso Lujambio	Alonso Lujambio
Diego Verdaguer	Diego Verdaguer
Harihara II	Harihara II
András Hadik	András Hadik
Bella Rosenfeld	Bella Rosenfeld
Kusakabe Kimbei	Kusakabe Kimbei
Henry Francis Blanford	Henry Francis Blanford
Atanasio Girardot	Atanasio Girardot
David Bahati	David Bahati
Marvin Opler	Marvin Opler
Wilhelm Normann	Wilhelm Normann
Kenwa Mabuni	Kenwa Mabuni
Narciso Campero	Narciso Campero
Hor	Hor I
Agnes of Montepulciano	Santa Inés de Montepulciano
Adolfo Domínguez	Adolfo Domínguez
Asterius of Caesarea	Asterio de Cesarea
Ramón Alberto Villaverde	Ramón Alberto Villaverde
