#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
Walter_Bache	music,0.49593128390596747	family,0.3205244122965642	literature,0.0705244122965642	royalty,0.0379746835443038	politics,0.0216998191681736	cricket,0.014014466546112115	church/royalty,0.013562386980108499	military,0.0108499095840868	explorers,0.009041591320072333	sports,0.005877034358047016
Walter_de_Coutances	royalty,0.7636738906088751	family,0.13622291021671826	church/royalty,0.029927760577915376	politics,0.02631578947368421	sports,0.008255933952528379	military,0.008255933952528379	literature,0.008255933952528379	cricket,0.007739938080495356	music,0.006191950464396285	explorers,0.005159958720330237
Walter_de_Coventre	royalty,0.6740591397849462	family,0.12701612903225806	church/royalty,0.06586021505376344	politics,0.038306451612903226	literature,0.0228494623655914	explorers,0.021505376344086023	military,0.01747311827956989	music,0.014112903225806451	sports,0.010080645161290322	cricket,0.008736559139784945
Walter_Model	military,0.5897865215571368	family,0.3382168271243198	politics,0.020510673922143157	royalty,0.010464629552113856	cricket,0.008790288823775638	literature,0.00795311845960653	explorers,0.007743825868564253	music,0.007115948095437421	church/royalty,0.005232314776056928	sports,0.004185851820845542
Walter_Peeler	military,0.7343027098479842	family,0.12161269001982816	royalty,0.037012557832121616	cricket,0.027098479841374753	politics,0.02247191011235955	explorers,0.020489094514210177	sports,0.013218770654329148	literature,0.010575016523463317	music,0.006609385327164574	church/royalty,0.006609385327164574
Wayne_Gretzky	sports,0.6717571644042232	family,0.20701357466063347	politics,0.024509803921568627	literature,0.024321266968325792	music,0.019796380090497737	royalty,0.01414027149321267	military,0.011312217194570135	explorers,0.0111236802413273	cricket,0.010746606334841629	church/royalty,0.005279034690799397
Wendell_H._Ford	politics,0.7244423791821561	family,0.120817843866171	military,0.056691449814126396	sports,0.028810408921933085	literature,0.028810408921933085	music,0.013940520446096654	royalty,0.010223048327137546	cricket,0.006970260223048327	explorers,0.005111524163568773	church/royalty,0.004182156133828996
Werner_Mölders	military,0.6765913757700205	family,0.16906228610540724	royalty,0.0458590006844627	explorers,0.03353867214236824	sports,0.018822724161533196	literature,0.01813826146475017	music,0.011978097193702943	politics,0.01026694045174538	church/royalty,0.008555783709787816	cricket,0.007186858316221766
Wesley_Clark	military,0.3678290213723285	politics,0.262992125984252	family,0.25579302587176606	literature,0.03464566929133858	sports,0.02857142857142857	music,0.013948256467941508	explorers,0.013723284589426323	royalty,0.009448818897637795	cricket,0.007424071991001125	church/royalty,0.00562429696287964
Wiglaf_of_Mercia	church/royalty,0.8041085840058694	family,0.11518708730741012	royalty,0.03154805575935436	literature,0.00880410858400587	politics,0.008070432868672046	cricket,0.008070432868672046	music,0.007336757153338224	sports,0.00586940572267058	military,0.00586940572267058	explorers,0.005135730007336757
Wihtred_of_Kent	church/royalty,0.7262180974477959	family,0.13109048723897912	royalty,0.04408352668213457	explorers,0.019721577726218097	sports,0.018561484918793503	politics,0.016241299303944315	music,0.012761020881670533	military,0.01160092807424594	cricket,0.010440835266821345	literature,0.009280742459396751
Wilco	music,0.7193844138834316	family,0.17550753110674525	literature,0.028814669286182055	politics,0.02848722986247544	sports,0.012442698100851343	church/royalty,0.009495743287491814	cricket,0.008513425016371971	royalty,0.006221349050425672	military,0.005893909626719057	explorers,0.005239030779305829
Wilfred_Rhodes	cricket,0.7572751322751323	family,0.18584656084656084	literature,0.014109347442680775	royalty,0.012345679012345678	sports,0.0068342151675485005	politics,0.0068342151675485005	military,0.005070546737213404	church/royalty,0.0048500881834215165	explorers,0.003747795414462081	music,0.0030864197530864196
Wilfrid	church/royalty,0.6400795404330535	family,0.17786124613345117	royalty,0.12527618205921343	literature,0.015687140963323024	politics,0.012152010605391074	music,0.0077330976579761375	explorers,0.007512152010605391	sports,0.00552364118426867	cricket,0.0041979673000441895	military,0.003977021652673442
William_Bostock	military,0.7193370165745856	family,0.15138121546961325	politics,0.05580110497237569	royalty,0.017679558011049725	cricket,0.016022099447513812	music,0.010497237569060774	literature,0.009944751381215469	explorers,0.0077348066298342545	sports,0.0060773480662983425	church/royalty,0.0055248618784530384
William_Brill	military,0.7277263007840342	family,0.1347113328581611	cricket,0.03991446899501069	royalty,0.022095509622238062	sports,0.014255167498218105	explorers,0.0135424091233072	music,0.0135424091233072	politics,0.0135424091233072	literature,0.010691375623663579	church/royalty,0.009978617248752673
William_Burges	literature,0.5349560761346999	family,0.21742313323572474	royalty,0.16691068814055637	church/royalty,0.015922401171303075	cricket,0.013177159590043924	explorers,0.012445095168374817	music,0.010431918008784773	politics,0.010431918008784773	sports,0.00951683748169839	military,0.008784773060029283
William_Calcraft	family,0.3177664974619289	explorers,0.30558375634517765	royalty,0.1401015228426396	literature,0.07411167512690356	cricket,0.04263959390862944	sports,0.03350253807106599	politics,0.029441624365482234	music,0.024365482233502538	church/royalty,0.019289340101522844	military,0.013197969543147208
William_Cooley	explorers,0.49776927979604846	family,0.21159974506054813	politics,0.15296367112810708	royalty,0.04206500956022945	military,0.024219247928616953	literature,0.020395156150414276	sports,0.019757807520713832	church/royalty,0.011472275334608031	cricket,0.010834926704907584	music,0.008922880815806247
William_Cragh	royalty,0.49522983521248914	family,0.3521248915871639	explorers,0.046834345186470075	church/royalty,0.029488291413703384	politics,0.020815264527320035	sports,0.013009540329575022	literature,0.013009540329575022	music,0.012142237640936688	military,0.010407632263660017	cricket,0.006938421509106678
William_de_Corbeil	royalty,0.7062193126022913	family,0.13829787234042554	church/royalty,0.07937806873977087	music,0.014729950900163666	literature,0.013911620294599018	politics,0.01309328968903437	cricket,0.012274959083469721	sports,0.008183306055646482	military,0.008183306055646482	explorers,0.0057283142389525366
William_de_St-Calais	royalty,0.5953663793103449	family,0.19827586206896552	church/royalty,0.13523706896551724	politics,0.01670258620689655	cricket,0.012392241379310345	sports,0.009698275862068966	literature,0.009698275862068966	music,0.009159482758620689	military,0.007543103448275862	explorers,0.005926724137931034
William_Gibson	literature,0.5116400732409103	family,0.2788386084227047	music,0.1014909756735548	sports,0.034004708344232276	explorers,0.02014125032696835	politics,0.017525503531258174	military,0.013078733978550876	cricket,0.010724561862411719	royalty,0.007062516348417473	church/royalty,0.005493068270991368
William_Goebel	politics,0.6597484276729559	family,0.23522012578616353	explorers,0.027672955974842768	literature,0.0220125786163522	military,0.018867924528301886	church/royalty,0.010062893081761006	royalty,0.010062893081761006	music,0.006918238993710692	sports,0.005031446540880503	cricket,0.00440251572327044
William_Hanna	literature,0.6154289004029937	family,0.1755900978698906	music,0.05641911341393207	politics,0.05238917674150835	sports,0.04951065054691998	cricket,0.017271157167530225	explorers,0.010362694300518135	military,0.009211283822682787	church/royalty,0.007484168105929764	royalty,0.0063327576280944155
William_Henry_Harrison	politics,0.6122209165687427	family,0.21063454759106934	military,0.04230317273795535	explorers,0.04230317273795535	royalty,0.033783783783783786	literature,0.021739130434782608	church/royalty,0.016745005875440658	sports,0.007344300822561692	cricket,0.007050528789659225	music,0.005875440658049354
William_III_of_England	royalty,0.6002614379084967	family,0.21542483660130718	politics,0.06431372549019608	military,0.0457516339869281	church/royalty,0.022745098039215685	literature,0.014901960784313726	explorers,0.013333333333333334	sports,0.009411764705882352	cricket,0.007058823529411765	music,0.0067973856209150325
William_IV_of_the_United_Kingdom	royalty,0.47822349570200573	family,0.3111747851002865	politics,0.1	military,0.03954154727793696	literature,0.020343839541547278	cricket,0.01805157593123209	explorers,0.013467048710601719	church/royalty,0.00830945558739255	sports,0.006876790830945559	music,0.0040114613180515755
William_Longchamp	royalty,0.7358351729212657	family,0.15378955114054452	church/royalty,0.026490066225165563	politics,0.019867549668874173	explorers,0.01545253863134658	literature,0.013980868285504048	military,0.011037527593818985	cricket,0.009565857247976454	music,0.008094186902133923	sports,0.005886681383370125
William_McGregor_(football)	sports,0.3709449929478138	family,0.32087447108603667	politics,0.12200282087447109	royalty,0.04936530324400564	cricket,0.045133991537376586	literature,0.030324400564174896	explorers,0.023977433004231313	church/royalty,0.020451339915373765	military,0.010578279266572637	music,0.006346967559943582
William_McKinley	politics,0.5961846512305228	family,0.26809378185524974	military,0.06101645551186836	explorers,0.03509538371923693	royalty,0.011067423911460608	literature,0.00946555992427552	cricket,0.005679335954565312	church/royalty,0.005388087956895296	music,0.004659967962720256	sports,0.0033493519732051844
William_O'Connell_Bradley	politics,0.7221476510067114	family,0.20268456375838925	military,0.020671140939597314	royalty,0.01261744966442953	cricket,0.012080536912751677	sports,0.008053691275167786	literature,0.006442953020134228	music,0.005906040268456376	explorers,0.005369127516778523	church/royalty,0.004026845637583893
William_of_Tyre	church/royalty,0.4455010972933431	royalty,0.22860277980980248	family,0.18068763716166789	literature,0.06510607168983175	explorers,0.02377468910021946	politics,0.019751280175566936	military,0.014264813460131675	sports,0.010607168983174835	music,0.005852231163130944	cricket,0.005852231163130944
William_Speirs_Bruce	explorers,0.4509337860780985	family,0.2702886247877759	royalty,0.1100169779286927	literature,0.09915110356536502	politics,0.028522920203735144	sports,0.013582342954159592	military,0.013242784380305603	music,0.005432937181663837	cricket,0.004753820033955857	church/royalty,0.0040747028862478775
William_T._Anderson	explorers,0.5535605599513086	family,0.22306755934266587	politics,0.10712111990261716	military,0.06512477175897748	literature,0.012172854534388313	sports,0.009433962264150943	music,0.007912355447352405	royalty,0.007912355447352405	church/royalty,0.007608034083992696	cricket,0.006086427267194157
William_Walton	music,0.5061494796594135	family,0.2349416587827184	literature,0.130558183538316	royalty,0.059602649006622516	military,0.02302112898139388	cricket,0.01860611794386629	church/royalty,0.008830022075055188	sports,0.008199306212551246	politics,0.006937874487543362	explorers,0.00315357931251971
William_Warelwast	royalty,0.7322551662174304	family,0.11500449236298294	church/royalty,0.07097933513027853	politics,0.027852650494159928	sports,0.012578616352201259	military,0.008984725965858042	cricket,0.008984725965858042	literature,0.008086253369272238	explorers,0.008086253369272238	music,0.0071877807726864335
William_Wilberforce	politics,0.36725274725274726	family,0.3153846153846154	royalty,0.1498901098901099	literature,0.07648351648351648	explorers,0.05274725274725275	church/royalty,0.015384615384615385	cricket,0.009230769230769232	music,0.004835164835164835	sports,0.004395604395604396	military,0.004395604395604396
Winfield_Scott_Hancock	military,0.3487603305785124	politics,0.3177685950413223	family,0.1805785123966942	explorers,0.048347107438016526	literature,0.04214876033057851	sports,0.01652892561983471	church/royalty,0.013223140495867768	royalty,0.011570247933884297	cricket,0.011570247933884297	music,0.009504132231404958
Wintjiya_Napaltjarri	literature,0.7007376185458377	family,0.08640674394099052	military,0.06111696522655427	cricket,0.030558482613277135	royalty,0.029504741833508957	explorers,0.02528977871443625	music,0.02423603793466807	church/royalty,0.020021074815595362	sports,0.0136986301369863	politics,0.008429926238145416
Witold_Lutosławski	music,0.46618357487922707	family,0.21940418679549115	military,0.12842190016103058	literature,0.06723027375201288	politics,0.03140096618357488	royalty,0.027375201288244767	explorers,0.024154589371980676	church/royalty,0.019726247987117553	sports,0.008051529790660225	cricket,0.008051529790660225
Witold_Pilecki	military,0.5938775510204082	family,0.16394557823129252	explorers,0.145578231292517	church/royalty,0.03333333333333333	politics,0.023809523809523808	sports,0.01020408163265306	literature,0.008843537414965987	cricket,0.007482993197278911	music,0.006802721088435374	royalty,0.006122448979591836
